runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
2181455.thibault.marquet,Thibault MARQUET,18:59:36,1,France,FR,875,20-34,H
1028609.alban.berson,Alban BERSON,19:56:40,2,France,FR,833,40-44,H
448706.gautier.airiau,Gautier AIRIAU,20:07:22,3,France,FR,826,20-34,H
386109.nicolas.gourdon,Nicolas GOURDON,20:30:53,4,France,FR,810,20-34,H
4189482.kevin.roux,Kevin ROUX,20:44:53,5,France,FR,801,20-34,H
674350.ales.sedlak,Ales SEDLAK,21:03:56,6,Czech Republic,CZ,789,35-39,H
1127327.zairan.li,Zairan LI,21:13:57,7,China,CN,783,35-39,H
1762313.marijn.sinkeldam,Marijn SINKELDAM,21:14:40,8,Netherlands,NL,782,20-34,H
4064.jason.schlarb,Jason SCHLARB,21:21:06,9,United States of America,US,779,45-49,H
969089.clement.mugnier,Clement MUGNIER,21:26:36,10,France,FR,775,20-34,H
6598.julien.chorier,Julien CHORIER,21:40:39,11,France,FR,767,40-44,H
1210767.jiqian.wang,Jiqian WANG,22:06:59,12,China,CN,752,35-39,H
1794513.antoine.lamboymartin,Antoine LAMBOY-MARTIN,22:11:05,13,France,FR,749,20-34,H
1581017.matt.palilla,Matt PALILLA,22:31:48,14,United States of America,US,738,40-44,H
2269563.timon.gunther,Timon GÜNTHER,22:46:54,15,Germany,DE,730,20-34,H
4703266.nicolas.jacob,Nicolas JACOB,22:51:07,16,France,FR,727,20-34,H
573565.cedric.golea,Cédric GOLEA,22:54:00,17,France,FR,726,40-44,H
1916341.kevin.didier,Kevin DIDIER,22:56:52,18,France,FR,724,20-34,H
4595360.max.jolliffe,Max JOLLIFFE,23:05:59,19,United States of America,US,720,20-34,H
766730.sidney.thomasset,Sidney THOMASSET,23:10:36,20,France,FR,717,20-34,H
1909651.ricki.wynne,Ricki WYNNE,23:16:03,21,Ireland,IE,714,40-44,H
639530.sebastien.buet,Sebastien BUET,23:17:42,22,France,FR,714,35-39,H
60859.tofol.castanyer,Tofol CASTANYER,23:34:43,23,Spain,ES,705,50-54,H
921767.massimo.paladin,Massimo PALADIN,23:40:43,24,Italy,IT,702,35-39,H
4249759.andrea.paladin,Andrea PALADIN,23:40:44,25,Italy,IT,702,20-34,H
677825.iban.agirrezabalaiturralde,Iban AGIRREZABALA ITURRALDE,23:45:45,26,Spain,ES,700,35-39,H
1374011.simon.dugue,Simon DUGUE,23:52:10,27,France,FR,696,20-34,H
2111901.valentin.isler,Valentin ISLER,24:02:38,28,Switzerland,CH,691,35-39,H
4241927.ronan.callet,Ronan CALLET,24:05:57,29,France,FR,690,20-34,H
366647.marie.dohin,Marie DOHIN,24:06:01,30,France,FR,690,40-44,F
895001.antoine.olivier,Antoine OLIVIER,24:08:49,31,France,FR,688,35-39,H
2655535.antoine.bousquet,Antoine BOUSQUET,24:16:46,32,France,FR,685,35-39,H
1471991.edvardas.moseika,Edvardas MOSEIKA,24:16:47,33,Lithuania,LT,685,35-39,H
444321.thomas.roze,Thomas ROZE,24:26:52,34,France,FR,680,20-34,H
422893.marin.mandekic,Marin MANDEKIC,24:39:50,35,Croatia,HR,674,45-49,H
1523695.ariane.wilhem,Ariane WILHEM,24:42:03,36,Switzerland,CH,673,20-34,F
3523619.florian.ruchet,Florian RUCHET,24:42:44,37,Switzerland,CH,673,20-34,H
267662.jeffrey.fleury,Jeffrey FLEURY,24:42:45,38,France,FR,673,35-39,H
548124.kamil.dabrowski,Kamil DABROWSKI,24:46:27,39,Poland,PL,671,35-39,H
2547245.fernandoesteban.bosio,Fernando Esteban BOSIO,24:57:36,40,Argentina,AR,666,20-34,H
2474255.jeremie.roussinet,Jérémie ROUSSINET,25:03:37,41,France,FR,663,40-44,H
1557413.alexander.prokudin,Alexander PROKUDIN,25:18:47,42,Türkiye,TR,657,45-49,H
4579489.simone.damassi,Simone DAMASSI,25:20:19,43,Italy,IT,656,20-34,H
4044636.mattia.negro,Mattia NEGRO,25:20:19,43,Italy,IT,656,20-34,H
2260001.delbi.villagongora,Delbi VILLA GONGORA,25:20:56,45,French Polynesia,PF,656,35-39,H
384632.alex.collins,Alex COLLINS,25:22:33,46,United Kingdom,GB,655,40-44,H
2173903.damien.lemasson,Damien LEMASSON,25:29:29,47,France,FR,652,20-34,H
828336.celine.finas,Celine FINAS,25:41:41,48,France,FR,647,35-39,F
4901012.clement.michy,Clément MICHY,25:47:18,49,France,FR,645,20-34,H
2528465.arnaud.beck,Arnaud BECK,25:47:29,50,France,FR,645,40-44,H
41959.etienne.zurfluh,Etienne ZURFLUH,25:49:38,51,France,FR,644,50-54,H
1395255.francois.romieu,Francois ROMIEU,25:54:02,52,France,FR,,40-44,H
3191603.aleksandra.narkowicz,Aleksandra NARKOWICZ,25:56:30,53,Poland,PL,,40-44,F
1539907.maxime.couallier,Maxime COUALLIER,25:58:17,54,France,FR,,35-39,H
2528555.bastien.gueguen,Bastien GUEGUEN,26:05:35,55,France,FR,,20-34,H
4711764.cillian.fleming,Cillian FLEMING,26:06:32,56,Ireland,IE,,20-34,H
1699653.aleksei.beresnev,Aleksei BERESNEV,26:09:53,57,Neutral Athlete,AIN,,20-34,H
2528477.simon.despres,Simon DESPRES,26:11:57,58,France,FR,,35-39,H
1131997.miklos.ori,Miklós ŐRI (Miklos ORI),26:13:21,59,Hungary,HU,,20-34,H
11054.patrice.paquier,Patrice PAQUIER,26:17:04,60,France,FR,,50-54,H
4182919.oussama.abdelmoumen,Oussama ABDELMOUMEN,26:18:41,61,Morocco,MA,,20-34,H
4492696.christos.sakkas,Christos SAKKAS,26:24:28,62,Greece,GR,,35-39,H
70464.pete.vale,Pete VALE,26:31:18,63,United Kingdom,GB,,50-54,H
520997.yohann.vachelard,Yohann VACHELARD,26:36:06,64,France,FR,,40-44,H
4220871.julien.tanguy,Julien TANGUY,26:37:45,65,France,FR,,20-34,H
1424985.arthur.desaleux,Arthur DESALEUX,26:38:27,66,France,FR,,20-34,H
1400817.christophe.deboisset,Christophe DE BOISSET,26:40:48,67,France,FR,,20-34,H
481039.damien.imparato,Damien IMPARATO,26:43:08,68,France,FR,,40-44,H
4713190.nick.waggoner,Nick WAGGONER,26:49:22,69,Canada,CA,,35-39,H
2098897.bastien.flechoux,Bastien FLECHOUX,26:55:57,70,France,FR,,35-39,H
1906171.axel.felician,Axel FELICIAN,27:10:51,71,France,FR,,35-39,H
196799.loic.jalmin,Loic JALMIN,27:12:00,72,France,FR,,40-44,H
1337355.nicolas.daigremont,Nicolas DAIGREMONT,27:14:56,73,France,FR,,35-39,H
3576479.mickael.brunberthet,Mickael BRUN BERTHET,27:15:16,74,France,FR,,20-34,H
4392490.valentin.maury,Valentin MAURY,27:17:12,75,France,FR,,20-34,H
220895.tamas.belus,Tamas BELUS,27:18:56,76,Hungary,HU,,40-44,H
3689911.clement.fontenay,Clément FONTENAY,27:19:38,77,France,FR,,20-34,H
2293511.julien.zimmer,Julien ZIMMER,27:22:52,78,France,FR,,35-39,H
758603.mickael.robert,Mickaël ROBERT,27:24:50,79,France,FR,,20-34,H
1542561.thibault.lagorce,Thibault LAGORCE,27:34:03,80,France,FR,,35-39,H
982721.wenfei.xie,Wenfei XIE,27:35:30,81,China,CN,,40-44,F
5240320.oscar.rosenberg,Oscar ROSENBERG,27:36:06,82,Denmark,DK,,20-34,H
4482889.andrea.visinoni,Andrea VISINONI,27:36:07,83,Italy,IT,,20-34,H
1258071.alexandre.boinon,Alexandre BOINON,27:39:30,84,France,FR,,40-44,H
2656283.thomas.chirent,Thomas CHIRENT,27:41:02,85,France,FR,,20-34,H
81120.till.winkler,Till WINKLER,27:41:27,86,Germany,DE,,45-49,H
1947413.tanguy.groussin,Tanguy GROUSSIN,27:42:23,87,France,FR,,35-39,H
2662385.jean.caux,Jean CAUX,27:44:34,88,France,FR,,20-34,H
2086425.thomas.piquet,Thomas PIQUET,27:46:00,89,France,FR,,35-39,H
4162421.victor.martinez,Victor MARTINEZ,27:48:32,90,France,FR,,20-34,H
1741055.maxime.fournier,Maxime FOURNIER,27:50:28,91,France,FR,,35-39,H
4322102.alexandre.labrosse,Alexandre LABROSSE,27:52:22,92,France,FR,,20-34,H
4198374.alexander.winter,Alexander WINTER,27:52:24,93,Sweden,SE,,20-34,H
1471997.jonas.narkeliunas,Jonas NARKELIŪNAS,27:52:24,93,Lithuania,LT,,20-34,H
1099163.bertrand.gras,Bertrand GRAS,27:55:18,95,France,FR,,45-49,H
2349315.jeanlouis.vallet,Jean Louis VALLET,27:56:50,96,Italy,IT,,45-49,H
837306.boris.jordan,Boris JORDAN,28:02:55,97,France,FR,,40-44,H
2145629.nicolas.baud,Nicolas BAUD,28:06:35,98,France,FR,,20-34,H
2187127.vincent.curien,Vincent CURIEN,28:14:57,99,France,FR,,20-34,H
2095175.wesley.dorsey,Wesley DORSEY,28:14:58,100,France,FR,588,20-34,H
480533.guillaume.bourgeteau,Guillaume BOURGETEAU,28:23:28,101,France,FR,,50-54,H
1553615.marcus.rodre,Marcus RODRE,28:25:13,102,Sweden,SE,,40-44,H
141065.nicolas.bie,Nicolas BIE,28:26:27,103,France,FR,,45-49,H
3573381.romain.esnault,Romain ESNAULT,28:27:36,104,France,FR,,20-34,H
838848.lars.mirbach,Lars MIRBACH,28:29:54,105,France,FR,,40-44,H
4127180.nicolas.smeyers,Nicolas SMEYERS,28:38:09,106,Belgium,BE,,20-34,H
3867163.julia.harnie,Julia HARNIE,28:38:54,107,France,FR,,20-34,F
341796.fabien.goby,Fabien GOBY,28:41:33,108,France,FR,,40-44,H
1182041.vincent.tenret,Vincent TENRET,28:43:34,109,France,FR,,35-39,H
124503.xabier.irazustabarrena,Xabier IRAZUSTABARRENA,28:48:40,110,Spain,ES,,45-49,H
4352016.maxime.gerardin,Maxime GERARDIN,28:50:23,111,France,FR,,20-34,H
654022.philippe.lecourt,Philippe LECOURT,28:51:35,112,France,FR,,35-39,H
1653175.jeremie.bouchard,Jeremie BOUCHARD,28:51:35,112,France,FR,,40-44,H
2213741.romain.arpin,Romain ARPIN,28:51:45,114,France,FR,,40-44,H
592959.damien.anquez,Damien ANQUEZ,28:57:18,115,France,FR,,35-39,H
4319262.quentin.debeauvoir,Quentin DE BEAUVOIR,29:04:33,116,France,FR,,35-39,H
1868443.juanfrancisco.berlangarojas,Juan Francisco BERLANGA ROJAS,29:05:18,117,Spain,ES,,40-44,H
4266513.romain.debove,Romain DEBOVE,29:09:33,118,France,FR,,20-34,H
1994437.patrice.ringot,Patrice RINGOT,29:09:33,118,France,FR,,35-39,H
525722.benjamin.cortese,Benjamin CORTESE,29:09:34,120,France,FR,,20-34,H
813224.sam.heward,Sam HEWARD,29:10:07,121,United Kingdom,GB,,20-34,H
1503267.franck.morin,Franck MORIN,29:10:18,122,France,FR,,35-39,H
730738.fernando.casanovacazorla,Fernando CASANOVA CAZORLA,29:11:36,123,Spain,ES,,45-49,H
112921.thomas.maire,Thomas MAIRE,29:14:50,124,France,FR,,40-44,H
2171067.flavien.alfero,Flavien ALFERO,29:17:19,125,France,FR,,20-34,H
4351620.antoine.robin,Antoine ROBIN,29:17:38,126,France,FR,,20-34,H
2656399.damien.fournier,Damien FOURNIER,29:19:13,127,France,FR,,20-34,H
2145641.pierre.souille,Pierre SOUILLÉ,29:20:10,128,France,FR,,35-39,H
3392339.francois.fournierbidoz,Francois FOURNIER-BIDOZ,29:20:21,129,France,FR,,20-34,H
3283753.stefano.colle,Stefano COLLÉ,29:27:06,130,Italy,IT,,40-44,H
475375.elisabetta.negra,Elisabetta NEGRA,29:27:06,130,Italy,IT,,35-39,F
1034499.aurelien.watare,Aurelien WATARE,29:31:21,132,France,FR,,35-39,H
4259411.aubin.loeuillieux,Aubin LOEUILLIEUX,29:31:22,133,France,FR,,20-34,H
743121.toni.chofreisach,Toni CHOFRE-ISACH,29:31:50,134,Spain,ES,,45-49,H
2599053.anthony.balberini,Anthony BALBERINI,29:31:58,135,France,FR,,35-39,H
3431897.nicolas.dart,Nicolas DART,29:31:58,135,France,FR,,20-34,H
1110241.lars.hedlund,Lars HEDLUND,29:32:15,137,Sweden,SE,,50-54,H
192496.pere.mongaymonteso,Pere MONGAY MONTESO,29:32:56,138,Spain,ES,,50-54,H
2565309.ulrich.hendel,Ulrich HENDEL,29:33:15,139,Germany,DE,,40-44,H
3798675.charlotte.allain,Charlotte ALLAIN,29:37:30,140,France,FR,,20-34,F
2402361.charly.vuillemot,Charly VUILLEMOT,29:38:31,141,France,FR,,35-39,H
4291448.antoine.alias,Antoine ALIAS,29:39:46,142,France,FR,,35-39,H
3317761.max.lappenbusch,Max LAPPENBUSCH,29:40:09,143,Germany,DE,,35-39,H
1686401.thomas.bouteloup,Thomas BOUTELOUP,29:45:08,144,France,FR,,35-39,H
1998009.jokin.uribeecheverriaaguirre,Jokin URIBE-ECHEVERRIA AGUIRRE,29:45:25,145,Spain,ES,,20-34,H
1812971.andrew.connor,Andrew CONNOR,29:50:15,146,United Kingdom,GB,,50-54,H
3833789.erwann.nicot,Erwann NICOT,29:52:49,147,France,FR,,40-44,H
5037457.ben.leese,Ben LEESE,29:54:54,148,United Kingdom,GB,,40-44,H
1484585.krisztian.kormos,Krisztián KORMOS,29:55:33,149,Hungary,HU,,40-44,H
1487651.lea.simond,Léa SIMOND,29:55:58,150,France,FR,555,20-34,F
652944.marcantoine.jacqz,Marc-Antoine JACQZ,29:56:53,151,France,FR,,35-39,H
1545003.laura.mayniel,Laura MAYNIEL,30:00:31,152,France,FR,,20-34,F
4340120.federico.scotto,Federico SCOTTO,30:02:07,153,Argentina,AR,,20-34,H
4508122.gaston.rojo,Gaston ROJO,30:02:07,153,Argentina,AR,,20-34,H
1544593.thibaut.vandemoortele,Thibaut VANDEMOORTELE,30:03:06,155,France,FR,,20-34,H
4878669.danny.grieves,Danny GRIEVES,30:14:59,156,United Kingdom,GB,,35-39,H
1009819.kristaps.kanna,Kristaps KANNA,30:18:23,157,Latvia,LV,,20-34,H
110328.bruno.mazzucchelli,Bruno MAZZUCCHELLI,30:20:01,158,France,FR,,45-49,H
28641.morgane.cretton,Morgane CRETTON,30:20:32,159,France,FR,,40-44,F
433725.jeremie.balletbaz,Jeremie BALLET-BAZ,30:22:12,160,France,FR,,40-44,H
311572.julien.catani,Julien CATANI,30:24:39,161,France,FR,,40-44,H
471254.ludovic.schafer,Ludovic SCHAFER,30:24:55,162,France,FR,,45-49,H
2549.vincent.chabanne,Vincent CHABANNE,30:24:56,163,France,FR,,40-44,H
4351716.savinien.legeleux,Savinien LEGELEUX,30:26:48,164,France,FR,,20-34,H
4745942.michael.feller,Michael FELLER,30:26:50,165,Luxembourg,LU,,20-34,H
356574.jeanphilippe.saux,Jean-Philippe SAUX,30:29:00,166,France,FR,,50-54,H
386035.mehdi.mayou,Mehdi MAYOU,30:30:39,167,France,FR,,35-39,H
44257.samuel.becker,Samuel BECKER,30:33:08,168,France,FR,,45-49,H
2049637.julien.dezarnaulds,Julien DEZARNAULDS,30:35:49,169,France,FR,,50-54,H
5052980.florent.walbrecq,Florent WALBRECQ,30:36:31,170,Belgium,BE,,35-39,H
3495519.alex.griffin,Alex GRIFFIN,30:36:38,171,United States of America,US,,40-44,H
978401.florian.prehu,Florian PREHU,30:39:25,172,France,FR,,35-39,H
1390343.mariia.kardash,Mariia KARDASH,30:39:27,173,Ukraine,UA,,20-34,F
305294.jeanbaptiste.desbrest,Jean-Baptiste DESBREST,30:40:09,174,France,FR,,20-34,H
2113713.loic.lempereur,Loic LEMPEREUR,30:40:45,175,Belgium,BE,,20-34,H
4678538.rick.browning,Rick BROWNING,30:41:57,176,United Kingdom,GB,,45-49,H
1039983.jonathan.mathieu,Jonathan MATHIEU,30:43:52,177,France,FR,,35-39,H
1226265.thomas.guinchard,Thomas GUINCHARD,30:48:19,178,France,FR,,40-44,H
2105913.tom.sawyer,Tom SAWYER,30:48:46,179,United Kingdom,GB,,45-49,H
317827.philippe.robin,Philippe ROBIN,30:51:13,180,France,FR,,35-39,H
5766036.anthony.hermet,Anthony HERMET,30:59:49,181,France,FR,,20-34,H
1343015.ruben.esquerdaroldan,Ruben ESQUERDA-ROLDAN,31:02:12,182,Spain,ES,,45-49,H
3692225.alexandre.murigneux,Alexandre MURIGNEUX,31:03:37,183,France,FR,,20-34,H
196468.thibaut.clouteau,Thibaut CLOUTEAU,31:04:04,184,France,FR,,20-34,H
4276342.antoine.granneau,Antoine GRANNEAU,31:05:07,185,France,FR,,20-34,H
1041101.patrick.jamin,Patrick JAMIN,31:06:33,186,France,FR,,50-54,H
911879.thomas.pfisterer,Thomas PFISTERER,31:06:38,187,Austria,AT,,50-54,H
236936.philippe.hugot,Philippe HUGOT,31:07:32,188,France,FR,,40-44,H
3862419.alex.bauchat,Alex BAUCHAT,31:08:05,189,France,FR,,20-34,H
1926905.adrien.boulinguez,Adrien BOULINGUEZ,31:08:05,189,France,FR,,45-49,H
322600.pierre.morizot,Pierre MORIZOT,31:12:36,191,France,FR,,35-39,H
5038563.lars.kjerengtroen,Lars KJERENGTROEN,31:14:58,192,United States of America,US,,45-49,H
1684757.igor.rudan,Igor RUDAN,31:18:18,193,Croatia,HR,,35-39,H
403797.john.shuttleworth,John SHUTTLEWORTH,31:19:50,194,United Kingdom,GB,,50-54,H
2289627.guillaume.rosa,Guillaume ROSA,31:20:16,195,France,FR,,35-39,H
354941.krzysztof.leki,Krzysztof LEKI,31:22:06,196,Poland,PL,,40-44,H
116679.mathieu.lion,Mathieu LION,31:23:59,197,France,FR,,35-39,H
3977016.aurelien.morand,Aurelien MORAND,31:27:22,198,France,FR,,20-34,H
2515353.samuel.skinner,Samuel SKINNER,31:29:07,199,United Kingdom,GB,,35-39,H
4008213.philippe.celle,Philippe CELLE,31:29:10,200,France,FR,528,45-49,H
4234695.philippe.betend,Philippe BETEND,31:31:48,201,France,FR,527,35-39,H
5532108.denis.sarlay,Denis ŠARLAY (Denis SARLAY),31:42:59,202,Slovakia,SK,524,20-34,H
813799.jacek.mocko,Jacek MOCKO,31:43:12,203,Poland,PL,524,35-39,H
1074693.william.buffieres,William BUFFIERES,31:43:55,204,France,FR,524,20-34,H
1920449.vincent.torrent,Vincent TORRENT,31:44:36,205,France,FR,524,40-44,H
2382971.vivien.durand,Vivien DURAND,31:45:35,206,France,FR,523,40-44,H
367097.severine.cailliez,Severine CAILLIEZ,31:46:47,207,France,FR,,45-49,F
337536.nathanael.marlier,Nathanael MARLIER,31:49:04,208,France,FR,,50-54,H
1565217.lubin.busnel,Lubin BUSNEL,31:49:10,209,France,FR,,20-34,H
4317439.freddy.paillard,Freddy PAILLARD,31:49:58,210,France,FR,,40-44,H
4996989.louis.declercq,Louis DECLERCQ,31:50:21,211,Belgium,BE,,20-34,H
1157959.alexis.callewaert,Alexis CALLEWAERT,31:50:25,212,France,FR,,35-39,H
815330.dave.ward,Dave WARD,31:50:40,213,United Kingdom,GB,,40-44,H
3319989.antoine.planchon,Antoine PLANCHON,31:51:59,214,France,FR,,20-34,H
4811286.antoine.alain,Antoine ALAIN,31:52:34,215,France,FR,,20-34,H
4189541.camille.martins,Camille MARTINS,31:53:21,216,France,FR,,20-34,F
877503.vito.minerva,Vito MINERVA,31:54:16,217,Italy,IT,,50-54,H
4231963.jeremy.gaume,Jeremy GAUME,31:58:59,218,France,FR,,40-44,H
177921.gregory.molinaro,Gregory MOLINARO,32:00:36,219,France,FR,,50-54,H
4275605.andras.nyeso,Andras NYESO,32:04:32,220,Hungary,HU,,35-39,H
548214.krzysztof.bogaczyk,Krzysztof BOGACZYK,32:05:10,221,Poland,PL,,40-44,H
1426913.romain.pasturel,Romain PASTUREL,32:05:41,222,France,FR,,35-39,H
726089.antoine.martin,Antoine MARTIN,32:08:33,223,France,FR,,40-44,H
2515345.mathew.selway,Mathew SELWAY,32:10:41,224,United Kingdom,GB,,40-44,H
1888509.alice.denuc,Alice DENUC,32:11:26,225,France,FR,,35-39,F
3152207.stefano.poloni,Stefano POLONI,32:11:39,226,Italy,IT,,55-59,H
1420415.alfio.campana,Alfio CAMPANA,32:11:47,227,Italy,IT,,50-54,H
4024891.davy.chiavarino,Davy CHIAVARINO,32:11:56,228,France,FR,,20-34,H
5042244.martial.carbonnaux,Martial CARBONNAUX,32:12:30,229,France,FR,,20-34,H
3780997.pierrick.aubert,Pierrick AUBERT,32:13:11,230,France,FR,,35-39,H
529082.jessica.denaisgas,Jessica DENAIS-GAS,32:14:31,231,France,FR,,40-44,F
835117.jeroen.nollet,Jeroen NOLLET,32:14:32,232,Belgium,BE,,35-39,H
3848975.pierre.ragot,Pierre RAGOT,32:14:43,233,France,FR,,20-34,H
1969203.julien.mettetal,Julien METTETAL,32:15:13,234,France,FR,,50-54,H
4270820.alexis.jacquillard,Alexis JACQUILLARD,32:17:28,235,France,FR,,20-34,H
820312.laurent.thuillier,Laurent THUILLIER,32:21:01,236,France,FR,,45-49,H
4205041.fabien.scarfogliero,Fabien SCARFOGLIERO,32:21:03,237,France,FR,,35-39,H
1320885.baptiste.grigy,Baptiste GRIGY,32:21:13,238,France,FR,,45-49,H
4470699.lubin.berthet,Lubin BERTHET,32:22:20,239,France,FR,,20-34,H
4442376.laura.huet,Laura HUET,32:22:31,240,France,FR,,20-34,F
3908119.guenael.oliviero,Guenael OLIVIERO,32:23:22,241,France,FR,,20-34,H
727103.baptiste.mace,Baptiste MACE,32:23:52,242,France,FR,,35-39,H
3097009.johan.brecht,Johan BRECHT,32:24:08,243,Germany,DE,,35-39,H
1566313.vincent.delorme,Vincent DELORME,32:24:11,244,France,FR,,40-44,H
4901150.charly.deparis,Charly DEPARIS,32:25:02,245,France,FR,,20-34,H
646599.laurent.chalut,Laurent CHALUT,32:25:26,246,France,FR,,55-59,H
,Anonymous,32:26:01,247,Italy,IT,,40-44,H
4500339.michela.ruzza,Michela RUZZA,32:26:07,248,Italy,IT,,45-49,F
1917863.louis.vercasson,Louis VERCASSON,32:27:27,249,France,FR,,20-34,H
1354961.yasuhide.asakawa,Yasuhide ASAKAWA,32:28:19,250,Japan,JP,512,55-59,H
1907841.julien.mendes,Julien MENDES,32:28:26,251,France,FR,,35-39,H
1338829.julien.delalonde,Julien DELALONDE,32:29:07,252,France,FR,,35-39,H
279759.sebastien.cozzani,Sebastien COZZANI,32:29:22,253,France,FR,,45-49,H
4517540.renaud.cuggia,Renaud CUGGIA,32:29:32,254,France,FR,,40-44,H
1615861.erik.rolando,Erik ROLANDO,32:31:30,255,Italy,IT,,45-49,H
923381.laura.trentani,Laura TRENTANI,32:31:30,255,Italy,IT,,50-54,F
59285.marina.plavan,Marina PLAVAN,32:31:31,257,Italy,IT,,60-64,F
665028.kenichi.saito,Kenichi SAITO,32:32:45,258,Japan,JP,,45-49,H
1226587.michael.floquet,Michael FLOQUET,32:36:08,259,France,FR,,35-39,H
1522725.alex.pifarrejaimejuan,Alex PIFARRE JAIMEJUAN,32:36:22,260,Spain,ES,,35-39,H
356028.maxime.magnani,Maxime MAGNANI,32:37:01,261,France,FR,,20-34,H
4555496.nicolas.vandenelsken,Nicolas VANDENELSKEN,32:37:52,262,France,FR,,20-34,H
2213317.julien.lombard,Julien LOMBARD,32:37:58,263,France,FR,,35-39,H
1815063.thomas.madre,Thomas MADRE,32:43:45,264,France,FR,,35-39,H
3352799.nicolas.claraz,Nicolas CLARAZ,32:44:36,265,France,FR,,40-44,H
948787.helene.gat,Hélène GAT,32:44:53,266,France,FR,,35-39,F
30222.pierre.picard,Pierre PICARD,32:45:14,267,France,FR,,50-54,H
592949.valentin.vivier,Valentin VIVIER,32:46:07,268,France,FR,,40-44,H
62917.adam.hetmanski,Adam HETMANSKI,32:46:52,269,Germany,DE,,50-54,H
627885.fabien.champseix,Fabien CHAMPSEIX,32:47:47,270,France,FR,,35-39,H
3502599.balazs.lesko,Balázs LESKÓ,32:47:50,271,Hungary,HU,,40-44,H
842005.pierrick.bouazza,Pierrick BOUAZZA,32:47:51,272,France,FR,,40-44,H
2525937.pierrick.moulis,Pierrick MOULIS,32:47:53,273,France,FR,,20-34,H
510783.clement.leblond,Clément LEBLOND,32:48:15,274,France,FR,,20-34,H
205980.tommaso.deberti,Tommaso DE BERTI,32:49:13,275,Italy,IT,,45-49,H
512918.olivier.pecoul,Olivier PECOUL,32:49:44,276,Australia,AU,,40-44,H
435989.jonathan.charlot,Jonathan CHARLOT,32:50:00,277,France,FR,,35-39,H
211241.martial.socie,Martial SOCIE,32:50:26,278,France,FR,,55-59,H
3576505.maxime.chiffoleau,Maxime CHIFFOLEAU,32:52:46,279,France,FR,,20-34,H
4735680.henri.duboislouveau,Henri DU BOISLOUVEAU,32:52:47,280,France,FR,,35-39,H
242759.guillaume.petriat,Guillaume PETRIAT,32:53:04,281,France,FR,,45-49,H
1321525.maxence.curdy,Maxence CURDY,32:53:39,282,France,FR,,20-34,H
116579.regis.marchand,Regis MARCHAND,32:56:14,283,France,FR,,55-59,H
410557.emil.palenik,Emil PALENIK,32:56:25,284,Slovakia,SK,,50-54,H
770860.albert.teixidorbonada,Albert TEIXIDOR BONADA,32:56:53,285,Spain,ES,,45-49,H
21221.danilo.braghini,Danilo BRAGHINI,33:00:35,286,Italy,IT,,60-64,H
490744.luciano.gil,Luciano GIL,33:04:41,287,Argentina,AR,,40-44,H
1993271.peng.liu,Peng LIU,33:08:49,288,China,CN,,20-34,H
972947.jose.monteiro,José MONTEIRO,33:11:37,289,Portugal,PT,,40-44,H
1883203.sergio.florian,Sergio FLORIAN,33:14:00,290,Argentina,AR,,45-49,H
103213.christophe.lombardot,Christophe LOMBARDOT,33:16:11,291,France,FR,,35-39,H
654707.alexandre.lebas,Alexandre LEBAS,33:19:22,292,France,FR,,35-39,H
4482017.franck.allegretbourdon,Franck ALLEGRET-BOURDON,33:20:05,293,France,FR,,45-49,H
1954479.cedric.lemagnen,Cedric LEMAGNEN,33:20:20,294,France,FR,,45-49,H
388657.yoann.lecauchois,Yoann LECAUCHOIS,33:20:20,294,France,FR,,40-44,H
,Anonymous,33:20:43,296,Chile,CL,,20-34,F
4166272.cedric.lecordroch,Cedric LE CORDROCH,33:22:40,297,France,FR,,45-49,H
,Anonymous,33:23:18,298,France,FR,,45-49,H
4017525.hugo.esnault,Hugo ESNAULT,33:24:07,299,France,FR,,20-34,H
492384.alberto.vargas,Alberto VARGAS,33:25:27,300,Andorra,AD,497,55-59,H
234841.rasmus.persson,Rasmus PERSSON,33:25:40,301,Sweden,SE,,20-34,H
1175671.jeanpascal.koch,Jean-Pascal KOCH,33:26:44,302,France,FR,,40-44,H
3308533.riccardo.malacrida,Riccardo MALACRIDA,33:29:28,303,Italy,IT,,35-39,H
4704468.michael.collot,Michaël COLLOT,33:30:35,304,France,FR,,20-34,H
772362.yoshitaka.arafune,Yoshitaka ARAFUNE,33:32:56,305,Japan,JP,,45-49,H
1058809.luc.labed,Luc LABED,33:34:02,306,France,FR,,20-34,H
1246527.florian.mathez,Florian MATHEZ,33:34:25,307,France,FR,,20-34,H
4469481.ignacio.richartdefrancisco,Ignacio RICHART DE FRANCISCO,33:36:13,308,Spain,ES,,45-49,H
1334395.nadege.poulain,Nadege POULAIN,33:36:57,309,France,FR,,45-49,F
727890.dimitri.chapelain,Dimitri CHAPELAIN,33:39:29,310,France,FR,,45-49,H
1609197.guillaume.saulnier,Guillaume SAULNIER,33:39:36,311,France,FR,,35-39,H
4317443.guillaume.grelier,Guillaume GRELIER,33:42:00,312,France,FR,,45-49,H
204352.mankit.lee,Man Kit LEE,33:49:47,313,"Hong Kong, China",HK,,40-44,H
30265.jerome.reyter,Jerome REYTER,33:51:43,314,France,FR,,50-54,H
1544059.nikos.nikolaou,Nikos NIKOLAOU,33:51:47,315,Greece,GR,,40-44,H
